mintime,lat,lon,alt,velocity,heading,vertrate,nic,nac,icao24
2019-09-11 16:57:08.829,34.8530087228549,-117.808513641357,3802.38,85.4846753866643,250.837550496197,-5.01388613893377,9,1,ae0943
2019-09-11 16:57:09.079,34.8529456657848,-117.80869565011,3801.13668807317,72.3857563433844,247.173690052756,-4.93266394081732,9,1,ae0943
2019-09-11 16:57:09.329,34.8528825343286,-117.808878986903,3799.91364069705,72.8443534276555,247.298764926188,-4.85176973324973,9,1,ae0943
2019-09-11 16:57:09.579,34.8528193366719,-117.809063647011,3798.710775874,73.3002980612437,247.424378388789,-4.77120351623101,9,1,ae0943
2019-09-11 16:57:09.829,34.8527560809667,-117.809249625669,3797.52801160638,73.7535955829765,247.5505199309,-4.69096528976115,9,1,ae0943
2019-09-11 16:57:10.079,34.8526927753302,-117.809436918082,3796.36526589657,74.2042513848328,247.677179016725,-4.61105505384016,9,1,ae0943
2019-09-11 16:57:10.329,34.8526294278438,-117.809625519417,3795.22245674692,74.6522709095217,247.804345084976,-4.53147280846804,9,1,ae0943
2019-09-11 16:57:10.579,34.8525660465516,-117.80981542481,3794.09950215979,75.0976596480535,247.932007549552,-4.45221855364478,9,1,ae0943
2019-09-11 16:57:10.829,34.8525026394598,-117.810006629359,3792.99632013755,75.5404231373009,248.060155800205,-4.37329228937039,9,1,ae0943
2019-09-11 16:57:11.079,34.8524392145351,-117.810199128127,3791.91282868256,75.9805669575532,248.188779203241,-4.29469401564487,9,1,ae0943
2019-09-11 16:57:11.329,34.8523757797039,-117.810392916143,3790.84894579718,76.4180967300641,248.317867102208,-4.21642373246821,9,1,ae0943
2019-09-11 16:57:11.579,34.852312342851,-117.8105879884,3789.80458948378,76.8530181145943,248.447408818618,-4.13848143984042,9,1,ae0943
2019-09-11 16:57:11.829,34.8522489118187,-117.810784339855,3788.77967774472,77.2853368069498,248.577393652659,-4.06086713776149,9,1,ae0943
2019-09-11 16:57:12.079,34.8521854944055,-117.81098196543,3787.77412858235,77.7150585365164,248.707810883932,-3.98358082623143,9,1,ae0943
2019-09-11 16:57:12.329,34.8521220983652,-117.811180860009,3786.78785999905,78.1421890637935,248.838649772191,-3.90662250525024,9,1,ae0943
2019-09-11 16:57:12.579,34.8520587314058,-117.811381018444,3785.82078999718,78.5667341779259,248.969899558097,-3.82999217481791,9,1,ae0943
2019-09-11 16:57:12.829,34.8519954011884,-117.811582435547,3784.8728365791,78.9886996942361,249.101549463984,-3.75368983493445,9,1,ae0943
