mintime,lat,lon,alt,nic,velocity,heading,vertrate,nac,icao24
2019-09-11 17:00:04.439,34.8483534990731,-117.997226715088,4297.68,9,94.9494171204744,277.471559176592,2.92608,1,ae0943
2019-09-11 17:00:04.847,34.8484000513109,-117.997627258301,4297.68,9,94.9494171204744,277.471559176592,2.92608,1,ae0943
2019-09-11 17:00:07.481,34.8487243652344,-118.000394860092,4305.3,9,94.9494171204744,277.471559176592,2.92608,1,ae0943
2019-09-11 17:00:09.357,34.8489074707031,-118.002244599012,4312.92,9,94.9494171204744,277.471559176592,2.92608,1,ae0943
2019-09-11 17:00:11.480,34.849144887116,-118.00443649292,4312.92,9,94.8838929320907,277.163547465832,2.92608,1,ae0943
2019-09-11 17:00:12.439,34.8492379915916,-118.005466461182,4320.54,9,94.8767735435348,277.128570088186,2.9629502812687,1,ae0943
2019-09-11 17:00:14.188,34.8494242005429,-118.007125854492,4320.54,9,94.8439191620459,276.967157334882,3.13309836026332,1,ae0943
2019-09-11 17:00:16.702,34.849656961732,-118.009757995605,4328.16,9,94.8211145770673,276.855118980101,3.32058005359318,1,ae0943
2019-09-11 17:00:18.723,34.8499145507812,-118.011941715163,4335.78,9,94.8211145770673,276.855118980101,3.4806452228989,1,ae0943
2019-09-11 17:00:19.747,34.8500061035156,-118.012950663664,4343.4,9,94.8211145770673,276.855118980101,3.56174702070646,1,ae0943
2019-09-11 17:00:20.666,34.8500759318723,-118.013877868652,4343.4,9,94.8512137883799,277.002995651342,3.57632,1,ae0943
2019-09-11 17:00:21.659,34.8502155885858,-118.014907836914,4351.02,9,94.8240076848187,277.168117167126,3.61446584837545,1,ae0943
2019-09-11 17:00:22.120,34.8502349853516,-118.015416982223,4351.02,9,94.6824328181911,277.178920409673,3.70464654632972,1,ae0943
2019-09-11 17:00:22.302,34.8502155885858,-118.015422821045,4351.02,9,94.6265399207373,277.183185464214,3.74024933814681,1,ae0943
2019-09-11 17:00:24.440,34.8504949020127,-118.017768859863,4358.64,9,94.3734863630342,277.202495381477,3.90144,1,ae0943
2019-09-11 17:00:28.962,34.8509674072266,-118.022367516342,4373.88,9,94.3103682529269,276.892423122485,3.90144,1,ae0943
2019-09-11 17:00:29.452,34.8510069766287,-118.022918701172,4373.88,9,94.1596281990224,276.903553723725,3.90144,1,ae0943
2019-09-11 17:00:31.536,34.8512420654297,-118.025058045679,4381.5,9,93.7996623428161,276.930133496663,3.77675607052897,1,ae0943
2019-09-11 17:00:32.176,34.8512878417969,-118.025618572624,4389.12,9,93.7996623428161,276.930133496663,3.64572534005038,1,ae0943
2019-09-11 17:00:33.282,34.8514259467691,-118.026752471924,4389.12,9,93.7996623428161,276.930133496663,3.57632,1,ae0943
2019-09-11 17:00:33.863,34.8514724990069,-118.027381896973,4389.12,9,93.7996623428161,276.930133496663,3.57632,1,ae0943
2019-09-11 17:00:36.907,34.8517983646716,-118.030414581299,4404.36,9,93.7996623428161,276.930133496663,3.2512,1,ae0943
2019-09-11 17:00:38.459,34.8519380213851,-118.032073974609,4404.36,9,93.7996623428161,276.930133496663,3.2512,1,ae0943
2019-09-11 17:00:39.048,34.8519845736229,-118.032646179199,4411.98,9,93.7996623428161,276.930133496663,3.2512,1,ae0943
2019-09-11 17:00:39.559,34.8520660400391,-118.033185686384,4411.98,9,93.7996623428161,276.930133496663,3.2512,1,ae0943
2019-09-11 17:00:40.579,34.8521707825741,-118.03430557251,4411.98,9,93.7996623428161,276.930133496663,3.2512,1,ae0943
2019-09-11 17:00:43.640,34.8524780273438,-118.037445691167,4419.6,9,93.7996623428161,276.930133496663,3.2512,1,ae0943
2019-09-11 17:00:44.574,34.8525897527145,-118.038368225098,4427.22,9,93.8222193837306,277.040937345073,3.2512,1,ae0943
2019-09-11 17:00:44.722,34.8525695800781,-118.038342534279,4427.22,9,93.8280969225604,277.069808770363,3.2512,1,ae0943
2019-09-11 17:00:45.645,34.8527069091797,-118.03946358817,4427.22,9,93.8641671681586,277.246770208728,3.2563209834806,1,ae0943
2019-09-11 17:00:45.835,34.8527069091797,-118.03946358817,4427.22,9,93.8690019323509,277.26949304932,3.28005237034191,1,ae0943
2019-09-11 17:00:45.840,34.852729409428,-118.039455413818,4427.22,9,93.8691291629875,277.270091018809,3.28067688052247,1,ae0943
2019-09-11 17:00:46.119,34.852729409428,-118.039970397949,4427.22,9,93.8762286325119,277.303457716311,3.31552454859777,1,ae0943
2019-09-11 17:00:46.665,34.8527984619141,-118.040528589365,4434.84,9,93.8901222180328,277.368755984539,3.38372106031502,1,ae0943
2019-09-11 17:00:47.177,34.8528442382812,-118.040920958227,4434.84,9,93.9031506352245,277.42998806024,3.44767090280446,1,ae0943
2019-09-11 17:00:47.926,34.8529357910156,-118.04170569595,4434.84,9,93.9222097845929,277.519563889732,3.54122252785248,1,ae0943
2019-09-11 17:00:50.525,34.853241484044,-118.044490814209,4442.46,9,93.7910869106987,277.803146854462,3.45429637939827,1,ae0943
2019-09-11 17:00:51.490,34.8533477783203,-118.045349121094,4450.08,9,93.7004390354103,277.967024491455,3.37430127485977,1,ae0943
2019-09-11 17:00:53.877,34.8536224365234,-118.047815439652,4457.7,9,93.587283892658,278.328727502081,3.2512,1,ae0943
2019-09-11 17:00:54.401,34.8537070064221,-118.048324584961,4457.7,9,93.6025851899396,278.392350079318,3.2512,1,ae0943
2019-09-11 17:00:56.757,34.8540328720869,-118.050727844238,4465.32,9,93.7135680958154,278.841814560192,2.96167440180587,1,ae0943
2019-09-11 17:00:56.854,34.8540328720869,-118.050727844238,4465.32,9,93.7135680958154,278.841814560192,2.92608,1,ae0943
2019-09-11 17:00:56.897,34.8540328720869,-118.050727844238,4465.32,9,93.7135680958154,278.841814560192,2.92608,1,ae0943
