mintime,lat,lon,alt,velocity,heading,vertrate,nic,nac,icao24
2019-09-17 07:01:38.542,35.0719299316406,-117.336787009726,4038.6,79.3565913561881,272.990100458161,-0.309887677581864,9,0.953148614609572,ae0943
2019-09-17 07:01:38.792,35.071939236696,-117.336968221054,4038.5143347617,67.2902923923861,273.529015094703,-0.374971944155091,9,0,ae0943
2019-09-17 07:01:39.792,35.0719759667771,-117.337751231281,4038.01936454648,75.1703596278049,273.043990738062,-0.607571932046118,9,0,ae0943
2019-09-17 07:01:40.792,35.0720104446588,-117.338608410757,4037.31398400609,80.7533053346768,272.597944991427,-0.795792594494132,9,0,ae0943
2019-09-17 07:01:41.792,35.0720415549841,-117.339514531526,4036.44257246597,84.0407299120472,272.222914491253,-0.939633931499133,9,0,ae0943
2019-09-17 07:01:42.792,35.0720691043575,-117.340444340823,4035.44950925157,85.0333008202159,271.941142714443,-1.03909594306112,9,0,ae0943
2019-09-17 07:01:43.792,35.0720935613017,-117.341372579097,4034.37917368833,83.7310281143429,271.763962492873,-1.09417862918009,9,0,ae0943
2019-09-17 07:01:44.792,35.0721157087402,-117.342273990855,4033.2759451017,80.1335942650684,271.691457145224,-1.10488198985606,9,0,ae0943
2019-09-17 07:01:45.792,35.0721362778328,-117.343123329317,4032.1842028171,74.2405610350405,271.712896050509,-1.071206025089,9,0,ae0943
2019-09-17 07:01:46.963,35.0721588134766,-117.344017807318,4030.98,78.7368264378925,271.497587739017,-0.97536,9,0.155384615384615,ae0943
2019-09-17 07:01:47.016,35.0721766585011,-117.343997955322,4030.98,78.7368264378925,271.497587739017,-0.97536,9,0.182564102564103,ae0943
2019-09-17 07:07:37.579,35.0339813232422,-117.651186573262,5158.74,92.7284418106367,251.565051177078,5.85216,9,0,ae0943
2019-09-17 07:07:37.580,35.0340038234905,-117.651214599609,5158.74,77.7482104031848,247.849051359564,5.85216,9,0,ae0943
2019-09-17 07:07:37.580,35.0340038234905,-117.651214599609,5158.74,92.7284418106367,251.565051177078,5.85216,9,0,ae0943
2019-09-17 07:07:38.580,35.0337388325876,-117.652023972311,5164.61105638294,81.0702552133531,248.556904894882,5.88899651572133,9,0,ae0943
2019-09-17 07:07:39.580,35.0334716671573,-117.652869955989,5170.51608053111,84.1367842504969,249.254798474939,5.92009553045509,9,0,ae0943
2019-09-17 07:07:40.580,35.0332036495778,-117.653750041003,5176.44933494352,86.9505421325746,249.935533639035,5.94545704420129,9,0,ae0943
2019-09-17 07:07:41.580,35.0329359080929,-117.654661654879,5182.40508211919,89.5141011846242,250.592198623357,5.96508105695992,9,0,ae0943
2019-09-17 07:07:42.580,35.0326693731067,-117.655602167746,5188.37758455711,91.8298107740589,251.218229203993,5.97896756873099,9,0,ae0943
2019-09-17 07:07:43.580,35.0324047776478,-117.656568898602,5194.36110475632,93.8997627153644,251.807466186107,5.98711657951448,9,0,ae0943
2019-09-17 07:07:44.580,35.0321426618745,-117.657559122013,5200.34990521581,95.7257721132461,252.354208774507,5.98952808931041,9,0,ae0943
2019-09-17 07:07:45.580,35.0318833814288,-117.658570074931,5206.33824843461,97.3093721816134,252.853263188812,5.98620209811878,9,0,ae0943
2019-09-17 07:07:46.580,35.0316271193785,-117.659598963326,5212.32039691172,98.6518208901084,253.299986036822,5.97713860593957,9,0,ae0943
2019-09-17 07:07:47.580,35.0313739014369,-117.660642968434,5218.29061314616,99.7541167887574,253.690322116382,5.9623376127728,9,0,ae0943
2019-09-17 07:07:48.580,35.0311236140979,-117.661699252454,5224.24315963694,100.617021067372,254.020836464197,5.94179911861847,9,0,ae0943
