mintime,lat,lon,alt,velocity,heading,vertrate,nic,nac,icao24
2019-09-17 06:55:58.619,35.0399159576933,-117.215480804443,3825.24,96.3342418454415,343.422399111514,1.43171565296804,9,1,ae0943
2019-09-17 06:56:00.566,35.0415918382548,-117.215995788574,3825.24,98.9339376660762,348.118320636604,0.97536,7,0,ae0943
2019-09-17 06:56:03.505,35.044338420286,-117.216281890869,3825.24,102.306251141012,213.534324724552,1.49043703441495,9,0.6039331366765,ae0943
2019-09-17 06:56:04.416,35.0453160172802,-117.216281890869,3825.24,103.325737215138,151.431650926414,1.72342371681416,9,0.424778761061947,ae0943
2019-09-17 06:56:04.666,35.0451184654607,-117.216141997563,3825.67217941529,103.945910248887,143.65191346049,1.73451681630356,9,1,ae0943
2019-09-17 06:56:04.916,35.0449463335977,-117.215944353734,3826.10751101354,106.627087482919,129.654393013463,1.74864118051286,9,1,ae0943
2019-09-17 06:56:05.166,35.0448188931873,-117.215694368205,3826.54675261094,108.692872995036,113.948897242976,1.76579680944205,9,1,ae0943
2019-09-17 06:56:05.416,35.0447530176856,-117.215404168927,3826.99066202366,111.900332021114,96.9880144740311,1.78598370309113,9,1,ae0943
2019-09-17 06:56:05.666,35.0447606942187,-117.215091206803,3827.43999706788,117.60526153494,79.7856747624339,1.80920186146011,9,1,ae0943
2019-09-17 06:56:05.916,35.0448473790495,-117.21477588626,3827.89551555978,126.000515189359,63.5183553123468,1.83545128454898,9,1,ae0943
2019-09-17 06:56:06.166,35.0450115477579,-117.214478753362,3828.35797531555,136.088790567532,48.9586717872967,1.86473197235774,9,1,ae0943
2019-09-17 06:56:06.416,35.0452454630395,-117.214217856687,3828.82813415135,146.340239489962,36.306940737143,1.8970439248864,9,1,ae0943
2019-09-17 06:56:06.666,35.0455368776906,-117.214006791179,3829.30674988338,155.391225852252,25.4054510300222,1.93238714213496,9,1,ae0943
2019-09-17 06:56:06.916,35.0458712058058,-117.213853698719,3829.79458032782,162.400558187178,15.9915366669037,1.9707616241034,9,1,ae0943
2019-09-17 06:56:07.166,35.0462336699022,-117.213761228705,3830.29238330083,167.08811479765,7.83636552755633,2.01216737079174,9,1,ae0943
2019-09-17 06:56:07.416,35.0466110399894,-117.213727247996,3830.8009166186,169.603289561728,0.790378332329957,2.05660438219998,9,1,ae0943
2019-09-17 06:56:07.666,35.0469927575735,-117.213745981934,3831.32093809732,170.340935136005,354.783021218826,2.10407265832811,9,1,ae0943
