mintime,lat,lon,alt,velocity,heading,vertrate,nic,nac,icao24
2019-09-10 16:17:31.169,35.2236576403602,-117.129135131836,4732.02,79.88852615885,277.025297088214,5.56955372126626,9,0.715481171548117,ae0943
2019-09-10 16:17:31.169,35.2236576403602,-117.129135131836,4732.02,97.5861297991406,275.748580609473,5.56955372126626,9,1,ae0943
2019-09-10 16:17:31.419,35.223679719225,-117.129360668794,4733.38280078123,85.20818447199,276.646556636815,5.33667403203289,9,0.715481171548117,ae0943
2019-09-10 16:17:31.669,35.2237018651326,-117.129600134323,4734.69024776773,89.9569265907508,276.276640701791,5.12672336335819,9,0.715481171548117,ae0943
2019-09-10 16:17:31.919,35.2237238401846,-117.129851972798,4735.94807321463,94.1358007472081,275.923388203606,4.93970171524216,9,0.715481171548117,ae0943
2019-09-10 16:17:32.169,35.2237454657383,-117.13011462319,4737.16200937706,97.7457038932928,275.594025065218,4.7756090876848,9,0.715481171548117,ae0943
2019-09-10 16:17:32.419,35.2237666220501,-117.130386519993,4738.33778851018,100.787358796114,275.295056195324,4.63444548068612,9,0.715481171548117,ae0943
2019-09-10 16:17:32.669,35.223787245471,-117.130666094208,4739.48114286912,103.26131135781,275.032171868418,4.5162108942461,9,0.715481171548117,ae0943
2019-09-10 16:17:32.919,35.2238073234258,-117.130951774291,4740.59780470902,105.167943786842,274.810168799502,4.42090532836476,9,0.715481171548117,ae0943
2019-09-10 16:17:33.169,35.2238268874612,-117.131241987,4741.69350628502,106.507498178994,274.632886055135,4.34852878304208,9,0.715481171548117,ae0943
2019-09-10 16:17:33.419,35.2238460046939,-117.131535158087,4742.77397985225,107.280104712708,274.503155810916,4.29908125827808,9,0.715481171548117,ae0943
2019-09-10 16:17:33.669,35.2238647680222,-117.131829712842,4743.84495766587,107.485808994059,274.422768874789,4.27256275407275,9,0.715481171548117,ae0943
2019-09-10 16:17:33.919,35.2238832854958,-117.132124076487,4744.912171981,107.124594012841,274.392454852374,4.26897327042609,9,0.715481171548117,ae0943
2019-09-10 16:17:34.169,35.2239016692489,-117.132416674486,4745.9813550528,106.196393558984,274.411876832025,4.2883128073381,9,0.715481171548117,ae0943
2019-09-10 16:17:34.419,35.2239200244134,-117.132705932792,4747.05823913639,104.701095632103,274.479640502739,4.33058136480878,9,0.715481171548117,ae0943
2019-09-10 16:17:34.669,35.2239384384262,-117.132990278117,4748.14855648691,102.638536173241,274.593317670944,4.39577894283813,9,0.715481171548117,ae0943
2019-09-10 16:17:34.919,35.223956971133,-117.133268138252,4749.25803935952,100.008485168751,274.749484194077,4.48390554142615,9,0.715481171548117,ae0943
2019-09-10 16:17:35.169,35.2239756460752,-117.133537942477,4750.39242000934,96.8106286413565,274.943772381918,4.59496116057285,9,0.715481171548117,ae0943
2019-09-10 16:17:35.419,35.2239944433144,-117.13379812208,4751.55743069152,93.0445510920168,275.170937917513,4.72894580027821,9,0.715481171548117,ae0943
2019-09-10 16:17:35.669,35.2240132941163,-117.134047110951,4752.75880366119,88.7097234589612,275.424941311235,4.88585946054225,9,0.715481171548117,ae0943
2019-09-10 16:17:35.919,35.2240320777644,-117.134283346224,4754.0022711735,83.8055015309844,275.699043825889,5.06570214136495,9,0.715481171548117,ae0943
2019-09-10 16:17:36.090,35.2240447998047,-117.134436782525,4754.88,97.944470496446,274.820762850572,5.20192,9,0.715481171548117,ae0943
